"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts","rpk","rpm","tpm"
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",18604,18859,"T7p37","6.5",250106,980807.843137255,24.62113709727,39836.0091681552
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",18863,19130,"T7p38","6.7",251575,942228.464419476,24.62113709727,38269.0880887036
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",19129,19531,"T7p39","7",588502,1463935.32338308,24.62113709727,59458.4773887395
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",19534,19834,"T7p40","7.3",524114,1747046.66666667,24.62113709727,70957.1885232051
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",19847,20240,"T7p41","7.7",265710,676106.870229008,24.62113709727,27460.424250835
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",20239,21850,"T7p42","8",650208,403605.2141527,24.62113709727,16392.6309560029
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",21949,22873,"T7p43","9",374820,405649.350649351,24.62113709727,16475.6545990042
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",22966,24162,"T7p44","10B",2440519,2040567.72575251,24.62113709727,82878.6955570287
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",22966,24004,"T7p45","10A",2288010,2204248.55491329,24.62113709727,89526.6756447938
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",24227,24818,"T7p46","11",248292,420121.827411168,24.62113709727,17063.4616001448
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",24841,27226,"T7p47","12",563951,236457.442348008,24.62113709727,9603.83923024524
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",27306,27723,"T7p48","13",135504,324949.64028777,24.62113709727,13197.9948368753
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",27727,28318,"T7p49","14",338678,573059.221658206,24.62113709727,23275.091617184
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",28324,30568,"T7p50","15",910234,405630.124777184,24.62113709727,16474.8737304322
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",30594,34551,"T7p51","16",1238642,313025.524387162,24.62113709727,12713.6908076382
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",34623,36285,"T7p52","17",1256422,755969.91576414,24.62113709727,30704.1024456974
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",36343,36547,"T7p53","17.5",113527,556504.901960784,24.62113709727,22602.7295068549
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",36552,36822,"T7p54","18",195752,725007.407407407,24.62113709727,29446.5444281936
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",36916,37348,"T7p55","18.5",229407,531034.722222222,24.62113709727,21568.2452083459
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",37031,37283,"T7p56","18.7",114474,454261.904761905,24.62113709727,18450.0781977398
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",37369,39130,"T7p57","19",654433,371625.78080636,24.62113709727,15093.770013066
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",38015,38273,"T7p58","19.2",157089,608872.093023256,24.62113709727,24729.6495940785
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",38552,38726,"T7p59","19.3",90455,519856.32183908,24.62113709727,21114.2287939545
"phi9v2","wt-9","wt","phi9","PA163","6","T7Hi",39388,39538,"T7p60","19.5",145370,969133.333333333,24.62113709727,39361.8430174287
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",890,1468,"T7p01","0.3",14776,25564.0138408305,24.935522441474,1025.20466137542
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",1277,1433,"T7p02","0.4",1,6.41025641025641,24.935522441474,0.257073274694841
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",1468,3138,"T7p03","0.7",19303,11558.6826347305,24.935522441474,463.542829786697
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",1495,1639,"T7p04","0.5",1,6.94444444444444,24.935522441474,0.278496047586078
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",1635,1972,"T7p05","0.6B",0,0,24.935522441474,0
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",1635,1797,"T7p06","0.6A",0,0,24.935522441474,0
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",3138,5887,"T7p07","1",71422,25981.0840305566,24.935522441474,1041.93060688969
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",5887,6448,"T7p08","1.2",125860,224349.376114082,24.935522441474,8997.17969176909
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",6006,6135,"T7p09","1.1",32263,250100.775193798,24.935522441474,10029.8991441149
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",6448,7588,"T7p10","1.3",260937,228892.105263158,24.935522441474,9179.35871608021
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",7607,7763,"T7p11","1.4",16213,103929.487179487,24.935522441474,4167.92900262746
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",7790,7880,"T7p12","1.5",42150,468333.333333333,24.935522441474,18781.7734492051
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",7905,8166,"T7p13","1.6",93484,358176.245210728,24.935522441474,14364.096282779
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",8165,8756,"T7p14","1.7",266439,450827.411167513,24.935522441474,18079.7259101207
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",8748,8895,"T7p15","1.8",109569,745367.346938776,24.935522441474,29891.7878575924
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",8897,9092,"T7p16","2",103462,530574.358974359,24.935522441474,21277.8521171821
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",9157,9856,"T7p17","2.5",365428,522786.838340486,24.935522441474,20965.54582193
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",9856,10276,"T7p18","2.8",210147,500350,24.935522441474,20065.7516269959
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",10256,10706,"T7p19","3",444510,987800,24.935522441474,39614.168995996
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",10705,11161,"T7p20","3.5",399799,876752.192982456,24.935522441474,35160.7709459578
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",11224,11590,"T7p21","3.8",18208,49748.6338797814,24.935522441474,1995.09089879894
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",11564,13265,"T7p22","4A",133786,78651.3815402704,24.935522441474,3154.19024104559
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",11634,11757,"T7p23","4.1",12406,100861.788617886,24.935522441474,4044.9037654863
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",11753,13265,"T7p24","4B",124464,82317.4603174603,24.935522441474,3301.21257778605
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",12987,13326,"T7p25","4.2",65678,193740.412979351,24.935522441474,7769.65525523189
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",13351,13564,"T7p26","4.3",100583,472220.657276995,24.935522441474,18937.6684761806
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",13583,13853,"T7p27","4.5",62892,232933.333333333,24.935522441474,9341.42582655125
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",13926,14334,"T7p28","4.7",39015,95625,24.935522441474,3834.89057526029
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",14352,16467,"T7p29","5",229769,108637.825059102,24.935522441474,4356.74950521229
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",16482,16839,"T7p30","5.3",93829,262826.330532213,24.935522441474,10540.2375726874
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",16850,17359,"T7p31","5.5-5.7",113306,222605.10805501,24.935522441474,8927.22855827405
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",16850,17150,"T7p32","5.5",77140,257133.333333333,24.935522441474,10311.9288531792
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",17149,17359,"T7p33","5.7",62525,297738.095238095,24.935522441474,11940.3191145048
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",17358,17517,"T7p34","5.9",49184,309333.333333333,24.935522441474,12405.3279436742
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",17503,18406,"T7p35","6",218451,241916.943521595,24.935522441474,9701.69941654107
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",18393,18507,"T7p36","6.3",42233,370464.912280702,24.935522441474,14856.9139928878
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",18604,18859,"T7p37","6.5",219737,861713.725490196,24.935522441474,34557.6768047559
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",18863,19130,"T7p38","6.7",233402,874164.794007491,24.935522441474,35057.0073700777
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",19129,19531,"T7p39","7",403081,1002689.05472637,24.935522441474,40211.2711726724
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",19534,19834,"T7p40","7.3",362281,1207603.33333333,24.935522441474,48429.0367754553
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",19847,20240,"T7p41","7.7",303325,771819.338422392,24.935522441474,30952.6034689638
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",20239,21850,"T7p42","8",692450,429826.194909994,24.935522441474,17237.5050861211
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",21949,22873,"T7p43","9",371307,401847.402597403,24.935522441474,16115.4595232795
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",22966,24162,"T7p44","10B",2169888,1814287.62541806,24.935522441474,72759.1583323094
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",22966,24004,"T7p45","10A",2012143,1938480.73217726,24.935522441474,77739.7280015713
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",24227,24818,"T7p46","11",181083,306401.015228426,24.935522441474,12287.7319273169
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",24841,27226,"T7p47","12",468461,196419.706498952,24.935522441474,7877.10411762847
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",27306,27723,"T7p48","13",94067,225580.335731415,24.935522441474,9046.54539566489
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",27727,28318,"T7p49","14",234956,397556.68358714,24.935522441474,15943.3869701444
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",28324,30568,"T7p50","15",690857,307868.538324421,24.935522441474,12346.5846383214
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",30594,34551,"T7p51","16",865950,218840.030326005,24.935522441474,8776.23602391499
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",34623,36285,"T7p52","17",1102602,663418.772563177,24.935522441474,26605.3688716683
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",36343,36547,"T7p53","17.5",141658,694401.960784314,24.935522441474,27847.9010180814
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",36552,36822,"T7p54","18",148599,550366.666666667,24.935522441474,22071.5915601299
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",36916,37348,"T7p55","18.5",164806,381495.37037037,24.935522441474,15299.273206157
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",37031,37283,"T7p56","18.7",84904,336920.634920635,24.935522441474,13511.6733852848
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",37369,39130,"T7p57","19",500251,284072.118114708,24.935522441474,11392.2665459066
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",38015,38273,"T7p58","19.2",113964,441720.930232558,24.935522441474,17714.5247816371
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",38552,38726,"T7p59","19.3",73374,421689.655172414,24.935522441474,16911.2019273773
"phi9v2","wt-9","wt","phi9","PA172","7","T7Hi",39388,39538,"T7p60","19.5",77734,518226.666666667,24.935522441474,20782.6672925339
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",890,1468,"T7p01","0.3",45393,78534.6020761246,22.8445932960074,3437.77632888961
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",1277,1433,"T7p02","0.4",1,6.41025641025641,22.8445932960074,0.280602781025511
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",1468,3138,"T7p03","0.7",55353,33145.5089820359,22.8445932960074,1450.91263182299
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",1495,1639,"T7p04","0.5",1,6.94444444444444,22.8445932960074,0.30398634611097
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",1635,1972,"T7p05","0.6B",3,8.90207715133531,22.8445932960074,0.389679826468662
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",1635,1797,"T7p06","0.6A",2,12.3456790123457,22.8445932960074,0.540420170863946
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",3138,5887,"T7p07","1",136112,49513.2775554747,22.8445932960074,2167.39588724166
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",5887,6448,"T7p08","1.2",186647,332704.099821747,22.8445932960074,14563.8005242971
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",6006,6135,"T7p09","1.1",49250,381782.945736434,22.8445932960074,16712.1795861938
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",6448,7588,"T7p10","1.3",277720,243614.035087719,22.8445932960074,10663.9690158238
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",7607,7763,"T7p11","1.4",23341,149621.794871795,22.8445932960074,6549.54951191644
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",7790,7880,"T7p12","1.5",55354,615044.444444444,22.8445932960074,26922.9763242026
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",7905,8166,"T7p13","1.6",130304,499249.042145594,22.8445932960074,21854.1444654587
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",8165,8756,"T7p14","1.7",332605,562783.417935702,22.8445932960074,24635.3003812968
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",8748,8895,"T7p15","1.8",131517,894673.469387755,22.8445932960074,39163.4667247116
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",8897,9092,"T7p16","2",130044,666892.307692308,22.8445932960074,29192.5664445452
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",9157,9856,"T7p17","2.5",421402,602864.091559371,22.8445932960074,26389.7931448285
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",9856,10276,"T7p18","2.8",210247,500588.095238095,22.8445932960074,21912.7602208433
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",10256,10706,"T7p19","3",312292,693982.222222222,22.8445932960074,30378.4012798998
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",10705,11161,"T7p20","3.5",395782,867942.98245614,22.8445932960074,37993.365485208
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",11224,11590,"T7p21","3.8",23713,64789.6174863388,22.8445932960074,2836.10290832633
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",11564,13265,"T7p22","4A",192639,113250.440917108,22.8445932960074,4957.42863309808
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",11634,11757,"T7p23","4.1",18215,148089.430894309,22.8445932960074,6482.47175931081
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",11753,13265,"T7p24","4B",178798,118252.645502646,22.8445932960074,5176.39530589992
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",12987,13326,"T7p25","4.2",78700,232153.392330383,22.8445932960074,10162.2904519363
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",13351,13564,"T7p26","4.3",155451,729816.901408451,22.8445932960074,31947.0297392426
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",13583,13853,"T7p27","4.5",146725,543425.925925926,22.8445932960074,23787.9448710038
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",13926,14334,"T7p28","4.7",40609,99531.862745098,22.8445932960074,4356.91112796013
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",14352,16467,"T7p29","5",213016,100716.784869976,22.8445932960074,4408.7799491523
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",16482,16839,"T7p30","5.3",92356,258700.280112045,22.8445932960074,11324.3548160369
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",16850,17359,"T7p31","5.5-5.7",163946,322094.302554028,22.8445932960074,14099.3668996646
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",16850,17150,"T7p32","5.5",108854,362846.666666667,22.8445932960074,15883.2622653905
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",17149,17359,"T7p33","5.7",91958,437895.238095238,22.8445932960074,19168.4409707469
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",17358,17517,"T7p34","5.9",77662,488440.251572327,22.8445932960074,21381.0001011352
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",17503,18406,"T7p35","6",345936,383096.34551495,22.8445932960074,16769.672392544
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",18393,18507,"T7p36","6.3",77303,678096.49122807,22.8445932960074,29683.018753789
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",18604,18859,"T7p37","6.5",172886,677984.31372549,22.8445932960074,29678.108291995
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",18863,19130,"T7p38","6.7",189667,710363.29588015,22.8445932960074,31095.4669525372
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",19129,19531,"T7p39","7",293111,729131.84079602,22.8445932960074,31917.0418728116
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",19534,19834,"T7p40","7.3",257191,857303.333333333,22.8445932960074,37527.6251244607
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",19847,20240,"T7p41","7.7",235087,598185.750636132,22.8445932960074,26185.0032909397
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",20239,21850,"T7p42","8",542184,336551.210428305,22.8445932960074,14732.2040741748
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",21949,22873,"T7p43","9",258876,280168.831168831,22.8445932960074,12264.119896492
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",22966,24162,"T7p44","10B",474456,396702.341137124,22.8445932960074,17365.2617053356
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",22966,24004,"T7p45","10A",437061,421060.693641618,22.8445932960074,18431.5250521535
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",24227,24818,"T7p46","11",40599,68695.4314720812,22.8445932960074,3007.07614191089
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",24841,27226,"T7p47","12",154743,64881.7610062893,22.8445932960074,2840.13640188678
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",27306,27723,"T7p48","13",73326,175841.726618705,22.8445932960074,7697.30169148765
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",27727,28318,"T7p49","14",189105,319974.61928934,22.8445932960074,14006.5798127062
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",28324,30568,"T7p50","15",511743,228049.465240642,22.8445932960074,9982.64500863312
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",30594,34551,"T7p51","16",651224,164575.183219611,22.8445932960074,7204.1196394761
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",34623,36285,"T7p52","17",919699,553368.832731649,22.8445932960074,24223.1860099852
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",36343,36547,"T7p53","17.5",95149,466416.666666667,22.8445932960074,20416.9389501972
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",36552,36822,"T7p54","18",98411,364485.185185185,22.8445932960074,15954.9868304675
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",36916,37348,"T7p55","18.5",175394,406004.62962963,22.8445932960074,17772.4603965958
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",37031,37283,"T7p56","18.7",106526,422722.222222222,22.8445932960074,18504.256860467
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",37369,39130,"T7p57","19",549689,312145.939806928,22.8445932960074,13663.8869321207
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",38015,38273,"T7p58","19.2",121637,471461.240310077,22.8445932960074,20637.7602875721
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",38552,38726,"T7p59","19.3",83370,479137.931034483,22.8445932960074,20973.8000071213
"phi910v2","wt-910","wt","phi910","PA122","2","T7Hi",39388,39538,"T7p60","19.5",162782,1085213.33333333,22.8445932960074,47504.1651769305
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",890,1468,"T7p01","0.3",18808,32539.7923875433,8.05470483438062,4039.84913868609
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",1277,1433,"T7p02","0.4",1,6.41025641025641,8.05470483438062,0.795840014260354
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",1468,3138,"T7p03","0.7",32222,19294.6107784431,8.05470483438062,2395.44603746201
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",1495,1639,"T7p04","0.5",0,0,8.05470483438062,0
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",1635,1972,"T7p05","0.6B",0,0,8.05470483438062,0
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",1635,1797,"T7p06","0.6A",0,0,8.05470483438062,0
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",3138,5887,"T7p07","1",42093,15312.1134958167,8.05470483438062,1901.01484916723
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",5887,6448,"T7p08","1.2",81811,145830.659536542,8.05470483438062,18105.0283697647
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",6006,6135,"T7p09","1.1",21745,168565.891472868,8.05470483438062,20927.631109878
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",6448,7588,"T7p10","1.3",100852,88466.6666666667,8.05470483438062,10983.2288688043
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",7607,7763,"T7p11","1.4",10244,65666.6666666667,8.05470483438062,8152.58510608306
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",7790,7880,"T7p12","1.5",14649,162766.666666667,8.05470483438062,20207.6513060932
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",7905,8166,"T7p13","1.6",38701,148279.69348659,8.05470483438062,18409.0784871066
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",8165,8756,"T7p14","1.7",85383,144472.081218274,8.05470483438062,17936.359455608
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",8748,8895,"T7p15","1.8",30084,204653.06122449,8.05470483438062,25407.8908454784
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",8897,9092,"T7p16","2",30717,157523.076923077,8.05470483438062,19556.6541744282
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",9157,9856,"T7p17","2.5",106696,152640.915593705,8.05470483438062,18950.528757078
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",9856,10276,"T7p18","2.8",60489,144021.428571429,8.05470483438062,17880.4104598208
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",10256,10706,"T7p19","3",67050,149000,8.05470483438062,18498.5052914677
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",10705,11161,"T7p20","3.5",120452,264149.122807018,8.05470483438062,32794.3888992091
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",11224,11590,"T7p21","3.8",7275,19877.0491803279,8.05470483438062,2467.75637208764
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",11564,13265,"T7p22","4A",86371,50776.6019988242,8.05470483438062,6303.9680587785
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",11634,11757,"T7p23","4.1",7521,61146.3414634146,8.05470483438062,7591.38202090513
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",11753,13265,"T7p24","4B",80256,53079.3650793651,8.05470483438062,6589.85849522402
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",12987,13326,"T7p25","4.2",36651,108115.044247788,8.05470483438062,13422.5954235232
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",13351,13564,"T7p26","4.3",67106,315051.643192488,8.05470483438062,39113.989856925
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",13583,13853,"T7p27","4.5",89409,331144.444444444,8.05470483438062,41111.9279046689
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",13926,14334,"T7p28","4.7",13764,33735.2941176471,8.05470483438062,4188.27192445981
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",14352,16467,"T7p29","5",73268,34642.0803782506,8.05470483438062,4300.8503837887
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",16482,16839,"T7p30","5.3",31109,87140.056022409,8.05470483438062,10818.5287746934
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",16850,17359,"T7p31","5.5-5.7",70521,138548.133595285,8.05470483438062,17200.8951841298
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",16850,17150,"T7p32","5.5",49939,166463.333333333,8.05470483438062,20666.5963255169
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",17149,17359,"T7p33","5.7",37470,178428.571428571,8.05470483438062,22152.0931055063
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",17358,17517,"T7p34","5.9",32782,206176.100628931,8.05470483438062,25596.9777748889
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",17503,18406,"T7p35","6",156275,173062.015503876,8.05470483438062,21485.8295942987
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",18393,18507,"T7p36","6.3",34832,305543.859649123,8.05470483438062,37933.5886207701
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",18604,18859,"T7p37","6.5",48176,188925.490196078,8.05470483438062,23455.2965106394
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",18863,19130,"T7p38","6.7",70230,263033.707865169,8.05470483438062,32655.9089716656
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",19129,19531,"T7p39","7",86068,214099.502487562,8.05470483438062,26580.6763736024
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",19534,19834,"T7p40","7.3",79923,266410,8.05470483438062,33075.0791590597
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",19847,20240,"T7p41","7.7",59454,151282.442748092,8.05470483438062,18781.8729374612
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",20239,21850,"T7p42","8",134488,83481.0676598386,8.05470483438062,10364.2615559926
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",21949,22873,"T7p43","9",67597,73156.9264069264,8.05470483438062,9082.50865936938
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",22966,24162,"T7p44","10B",131392,109859.531772575,8.05470483438062,13639.1753678734
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",22966,24004,"T7p45","10A",116796,112520.231213873,8.05470483438062,13969.503976557
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",24227,24818,"T7p46","11",9997,16915.3976311337,8.05470483438062,2100.06424554903
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",24841,27226,"T7p47","12",49087,20581.5513626834,8.05470483438062,2555.2210522766
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",27306,27723,"T7p48","13",21757,52175.0599520384,8.05470483438062,6477.58807117734
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",27727,28318,"T7p49","14",59045,99906.937394247,8.05470483438062,12403.5504029651
"phi910v2","wt-910","wt","phi910","PA138","3","T7Hi",28324,30568,"T7p50","15",159988,71295.9001782531,8.05470483438062,8851.46031347225
